"timestamp","device_id","device_type","protocol","packet_rate","byte_rate","error_rate","temperature","cpu_usage","memory_usage","latency","command_freq","packet_rate_change","byte_rate_change","cpu_temp_ratio","avg_latency_5s","high_latency_flag","attack_type","label"
2025-10-27 18:00:00,"IIOT_7","Sensor","MQTT",123,1525,0.043,34.5,41,54.4,174,3,-15,-456,1.19,118,1,"Normal",0
2025-10-27 18:05:00,"IIOT_6","Controller","Modbus",95,2424,0.048,30.1,64.4,48.8,195,5,-28,899,2.14,132.2,1,"Normal",0
2025-10-27 18:10:00,"IIOT_2","Sensor","Modbus",137,2555,0.097,37.4,63.5,61.4,84,4,42,131,1.7,123,0,"Normal",0
2025-10-27 18:15:00,"IIOT_5","Sensor","Modbus",180,3483,0.069,29.3,28.9,55.7,78,2,43,928,0.99,117.2,0,"Normal",0
2025-10-27 18:20:00,"IIOT_1","Sensor","Modbus",167,2486,0.044,30.4,58.3,83.3,72,10,-13,-997,1.92,120.6,0,"MITM",1
2025-10-27 18:25:00,"IIOT_9","Controller","MQTT",85,2696,0.001,33.1,54.1,57.7,92,6,-82,210,1.63,104.2,0,"Normal",0
2025-10-27 18:30:00,"IIOT_7","Actuator","Modbus",88,2407,0.006,34.6,73.8,65.9,23,6,3,-289,2.13,69.8,0,"DoS",1
2025-10-27 18:35:00,"IIOT_2","Controller","MQTT",107,2851,0.032,36,58.5,58.4,137,2,19,444,1.62,80.4,0,"Normal",0
2025-10-27 18:40:00,"IIOT_4","Actuator","HTTP",66,1777,0.035,38.1,22.4,44.1,100,8,-41,-1074,0.59,84.8,0,"Normal",0
2025-10-27 18:45:00,"IIOT_7","Controller","Modbus",234,2400,0.091,26.4,23,63.2,67,8,168,623,0.87,83.8,0,"Normal",0
2025-10-27 18:50:00,"IIOT_10","Sensor","MQTT",111,1598,0.037,38.1,35.4,61.5,22,8,-123,-802,0.93,69.8,0,"Data Injection",1
2025-10-27 18:55:00,"IIOT_3","Sensor","Modbus",146,2367,0.019,31.8,21.4,82.8,112,4,35,769,0.67,87.6,0,"Normal",0
2025-10-27 19:00:00,"IIOT_7","Sensor","Modbus",44,1624,0.044,26.7,26.7,68.9,133,6,-102,-743,1,86.8,0,"Normal",0
2025-10-27 19:05:00,"IIOT_5","Actuator","MQTT",65,1972,0.084,42.2,76.2,37,115,2,21,348,1.81,89.8,0,"Data Injection",1
2025-10-27 19:10:00,"IIOT_8","Sensor","HTTP",132,1253,0.071,29.4,53,83.9,185,2,67,-719,1.8,113.4,1,"Normal",0
2025-10-27 19:15:00,"IIOT_6","Controller","Modbus",114,1547,0.077,24.3,53,47,25,4,-18,294,2.18,114,0,"Normal",0
2025-10-27 19:20:00,"IIOT_5","Sensor","HTTP",156,2716,0.071,35.3,39.1,67.1,129,8,42,1169,1.11,117.4,0,"Normal",0
2025-10-27 19:25:00,"IIOT_5","Controller","Modbus",138,1946,0.095,23.5,72.9,36.1,96,4,-18,-770,3.1,110,0,"Normal",0
2025-10-27 19:30:00,"IIOT_2","Actuator","MQTT",114,1698,0.059,26.1,72.1,67.8,118,6,-24,-248,2.76,110.6,0,"DoS",1
2025-10-27 19:35:00,"IIOT_9","Actuator","HTTP",122,1615,0.027,30.6,51.6,45.5,44,6,8,-83,1.69,82.4,0,"Normal",0
2025-10-27 19:40:00,"IIOT_3","Sensor","HTTP",166,672,0.098,27.6,51.7,66.7,166,5,44,-943,1.87,110.6,1,"Normal",0
2025-10-27 19:45:00,"IIOT_3","Actuator","HTTP",146,875,0.059,29.6,36.7,49.1,76,7,-20,203,1.24,100,0,"Normal",0
2025-10-27 19:50:00,"IIOT_9","Controller","MQTT",75,2596,0.015,33.8,59.6,52.5,94,8,-71,1721,1.76,99.6,0,"Normal",0
2025-10-27 19:55:00,"IIOT_7","Sensor","MQTT",106,1965,0.021,31.2,32.8,77.5,84,5,31,-631,1.05,92.8,0,"Normal",0
2025-10-27 20:00:00,"IIOT_10","Sensor","HTTP",101,2754,0.052,25.3,35,51.6,100,1,-5,789,1.38,104,0,"Data Injection",1
2025-10-27 20:05:00,"IIOT_1","Actuator","MQTT",141,1538,0.099,35.3,89.8,57.4,99,4,40,-1216,2.54,90.6,0,"Normal",0
2025-10-27 20:10:00,"IIOT_2","Actuator","MQTT",110,1947,0.074,33,37.5,54.8,130,2,-31,409,1.14,101.4,0,"Normal",0
2025-10-27 20:15:00,"IIOT_4","Actuator","Modbus",167,1255,0.072,36.9,50.8,38.5,147,5,57,-692,1.38,112,0,"Normal",0
2025-10-27 20:20:00,"IIOT_1","Sensor","MQTT",91,2832,0.028,33.4,65.9,84.8,91,3,-76,1577,1.97,113.4,0,"Spoofing",1
2025-10-27 20:25:00,"IIOT_10","Actuator","MQTT",138,2149,0.055,21.8,40.3,75.5,75,6,47,-683,1.85,108.4,0,"Data Injection",1
2025-10-27 20:30:00,"IIOT_8","Actuator","MQTT",137,2139,0.04,31.5,69.9,31.4,108,10,-1,-10,2.22,110.2,0,"DoS",1
2025-10-27 20:35:00,"IIOT_8","Sensor","Modbus",119,2248,0.045,34.4,21.5,41.9,103,10,-18,109,0.62,104.8,0,"Normal",0
2025-10-27 20:40:00,"IIOT_6","Sensor","MQTT",125,1736,0.065,39.2,82.9,39.1,100,6,6,-512,2.11,95.4,0,"MITM",1
2025-10-27 20:45:00,"IIOT_6","Actuator","Modbus",93,1266,0.062,26.5,52.3,39.1,117,7,-32,-470,1.97,100.6,0,"Normal",0
2025-10-27 20:50:00,"IIOT_3","Sensor","HTTP",102,2378,0.024,22.4,24.6,76.4,175,8,9,1112,1.1,120.6,1,"Normal",0
2025-10-27 20:55:00,"IIOT_10","Sensor","HTTP",64,3018,0.006,26.1,20.6,59.8,176,8,-38,640,0.79,134.2,1,"Normal",0
2025-10-27 21:00:00,"IIOT_1","Actuator","Modbus",66,2840,0.015,26.2,69.4,44.8,53,7,2,-178,2.65,124.2,0,"Normal",0
2025-10-27 21:05:00,"IIOT_10","Actuator","HTTP",129,2138,0.067,32.3,78.5,48.2,127,3,63,-702,2.43,129.6,0,"Normal",0
2025-10-27 21:10:00,"IIOT_7","Actuator","MQTT",101,1855,0.029,28.8,83.2,32.1,76,9,-28,-283,2.89,121.4,0,"Normal",0
2025-10-27 21:15:00,"IIOT_9","Actuator","MQTT",123,2150,0.089,32.6,76.7,61.4,113,6,22,295,2.35,109,0,"Normal",0
2025-10-27 21:20:00,"IIOT_8","Actuator","MQTT",68,2132,0.07,38.9,51.9,59.1,108,3,-55,-18,1.33,95.4,0,"DoS",1
2025-10-27 21:25:00,"IIOT_2","Controller","Modbus",175,2853,0.072,41.7,39.2,50.4,103,6,107,721,0.94,105.4,0,"Normal",0
2025-10-27 21:30:00,"IIOT_4","Actuator","MQTT",118,2354,0.06,32.2,79.8,36.7,154,7,-57,-499,2.48,110.8,1,"MITM",1
2025-10-27 21:35:00,"IIOT_4","Actuator","Modbus",144,2187,0.036,32.2,79.5,31.2,76,3,26,-167,2.47,110.8,0,"Normal",0
2025-10-27 21:40:00,"IIOT_8","Sensor","MQTT",158,3007,0.02,31.6,59.4,45.6,175,5,14,820,1.88,123.2,1,"MITM",1
2025-10-27 21:45:00,"IIOT_1","Controller","Modbus",131,1705,0.061,26.4,53.4,52.5,170,6,-27,-1302,2.02,135.6,1,"Normal",0
2025-10-27 21:50:00,"IIOT_10","Controller","MQTT",110,1526,0.033,29.6,51.3,52,102,5,-21,-179,1.73,135.4,0,"Normal",0
2025-10-27 21:55:00,"IIOT_5","Actuator","MQTT",123,2517,0.074,29,25.6,83.3,90,5,13,991,0.88,122.6,0,"Normal",0
2025-10-27 22:00:00,"IIOT_1","Controller","MQTT",99,2726,0.01,39.4,59.3,72.1,111,3,-24,209,1.51,129.6,0,"Normal",0
2025-10-27 22:05:00,"IIOT_1","Sensor","MQTT",198,1790,0.093,31.4,74.3,79.9,101,2,99,-936,2.37,114.8,0,"MITM",1
2025-10-27 22:10:00,"IIOT_10","Sensor","MQTT",156,1022,0.093,26.5,48.3,63.2,117,4,-42,-768,1.82,104.2,0,"Data Injection",1
2025-10-27 22:15:00,"IIOT_4","Sensor","Modbus",169,1488,0.004,38.1,82.4,45.5,87,4,13,466,2.16,101.2,0,"Normal",0
2025-10-27 22:20:00,"IIOT_9","Actuator","Modbus",44,1706,0.035,29.1,78.2,44.8,99,6,-125,218,2.69,103,0,"Normal",0
2025-10-27 22:25:00,"IIOT_6","Sensor","HTTP",174,2194,0.014,33.2,78.2,53.8,136,7,130,488,2.36,108,0,"Normal",0
2025-10-27 22:30:00,"IIOT_3","Actuator","MQTT",133,2321,0.006,33,52.4,62.3,99,9,-41,127,1.59,107.6,0,"MITM",1
2025-10-27 22:35:00,"IIOT_9","Controller","HTTP",80,2160,0.05,33.7,52.4,63.4,144,10,-53,-161,1.55,113,0,"Spoofing",1
2025-10-27 22:40:00,"IIOT_8","Sensor","Modbus",146,2228,0.026,27.7,81.2,68.7,102,7,66,68,2.93,116,0,"Normal",0
2025-10-27 22:45:00,"IIOT_7","Actuator","Modbus",86,1083,0.016,34,85.8,50.1,133,7,-60,-1145,2.52,122.8,0,"MITM",1
2025-10-27 22:50:00,"IIOT_9","Actuator","MQTT",145,3103,0.022,29.2,29.4,52.7,98,8,59,2020,1.01,115.2,0,"Normal",0
2025-10-27 22:55:00,"IIOT_8","Actuator","MQTT",118,561,0.055,28.3,79,36.2,103,7,-27,-2542,2.79,116,0,"Normal",0
2025-10-27 23:00:00,"IIOT_3","Sensor","MQTT",124,894,0.065,29.4,80.3,80.9,135,8,6,333,2.73,114.2,0,"Normal",0
2025-10-27 23:05:00,"IIOT_4","Actuator","MQTT",169,731,0.014,28.9,85.8,44,166,2,45,-163,2.97,127,1,"Normal",0
2025-10-27 23:10:00,"IIOT_3","Actuator","Modbus",162,2617,0.015,23.6,53.6,46.7,117,7,-7,1886,2.27,123.8,0,"MITM",1
2025-10-27 23:15:00,"IIOT_7","Controller","Modbus",66,1925,0.038,26,23.7,76.6,72,8,-96,-692,0.91,118.6,0,"Normal",0
2025-10-27 23:20:00,"IIOT_1","Sensor","Modbus",189,2451,0.068,34.6,24.7,60.9,32,2,123,526,0.71,104.4,0,"Normal",0
2025-10-27 23:25:00,"IIOT_8","Controller","Modbus",160,1851,0.014,32.2,30.6,55,155,3,-29,-600,0.95,108.4,1,"Normal",0
2025-10-27 23:30:00,"IIOT_5","Actuator","MQTT",166,1051,0.069,30.9,24.1,43.4,89,6,6,-800,0.78,93,0,"Data Injection",1
2025-10-27 23:35:00,"IIOT_6","Controller","MQTT",79,1779,0.007,37.1,21.4,32.6,52,4,-87,728,0.58,80,0,"DoS",1
2025-10-27 23:40:00,"IIOT_4","Sensor","Modbus",90,1246,0.097,21.8,52.3,49.8,58,5,11,-533,2.4,77.2,0,"Normal",0
2025-10-27 23:45:00,"IIOT_8","Controller","HTTP",190,2416,0.056,34.7,83.4,47,181,1,100,1170,2.4,107,1,"Data Injection",1
2025-10-27 23:50:00,"IIOT_9","Sensor","Modbus",83,1213,0.054,22.1,39.5,79,50,5,-107,-1203,1.79,86,0,"Normal",0
2025-10-27 23:55:00,"IIOT_8","Controller","MQTT",122,2223,0.016,24.9,57.6,66.7,89,10,39,1010,2.31,86,0,"DoS",1
2025-10-28,"IIOT_3","Sensor","MQTT",82,2259,0.061,30.3,65,83.1,106,9,-40,36,2.15,96.8,0,"Normal",0
2025-10-28 00:05:00,"IIOT_3","Controller","HTTP",73,2492,0.097,28.6,60.7,35.1,32,5,-9,233,2.12,91.6,0,"Normal",0
2025-10-28 00:10:00,"IIOT_10","Sensor","Modbus",120,1601,0.077,33.9,38.7,59.1,60,6,47,-891,1.14,67.4,0,"Data Injection",1
2025-10-28 00:15:00,"IIOT_9","Controller","Modbus",150,2674,0.05,20.8,22.1,64.3,73,7,30,1073,1.06,72,0,"Normal",0
2025-10-28 00:20:00,"IIOT_7","Actuator","MQTT",21,1093,0.089,32.9,21.4,55.4,103,2,-129,-1581,0.65,74.8,0,"Normal",0
2025-10-28 00:25:00,"IIOT_7","Sensor","Modbus",75,2160,0.075,34.6,75.8,35.9,103,9,54,1067,2.19,74.2,0,"Normal",0
2025-10-28 00:30:00,"IIOT_1","Sensor","Modbus",84,1577,0.061,42.5,64.4,74.6,92,5,9,-583,1.52,86.2,0,"Normal",0
2025-10-28 00:35:00,"IIOT_4","Sensor","MQTT",118,1533,0.033,34.7,27.8,66.2,77,8,34,-44,0.8,89.6,0,"Normal",0
2025-10-28 00:40:00,"IIOT_3","Actuator","HTTP",130,2208,0.044,30.3,27.4,62.8,119,2,12,675,0.9,98.8,0,"Normal",0
2025-10-28 00:45:00,"IIOT_3","Sensor","Modbus",86,1908,0.09,34.6,74,54.3,103,2,-44,-300,2.14,98.8,0,"Normal",0
